State of University,Name of University,State of Regional Center,District of Regional Center,Level,Total Enrolment Male,Total Enrolment Female,Total Enrolment
Madhya Pradesh,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Jabalpur (Id: U-0280)",Madhya Pradesh,Jabalpur,Post Graduate,6133,3401,9534
Madhya Pradesh,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna (Id: U-0282)",Madhya Pradesh,Satna,Diploma,275,110,385
Madhya Pradesh,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna (Id: U-0282)",Madhya Pradesh,Satna,Post Graduate,3205,1996,5201
Madhya Pradesh,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna (Id: U-0282)",Madhya Pradesh,Satna,Under Graduate,7917,3464,11381
Madhya Pradesh,"Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna (Id: U-0282)",Madhya Pradesh,Satna,PG Diploma,387,147,534
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Bhopal,Under Graduate,9256,4867,14123
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Bhopal,Post Graduate,1049,640,1689
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Chhindwara,Under Graduate,914,1742,2656
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Chhindwara,Post Graduate,802,318,1120
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Gwalior,Under Graduate,8421,3420,11841
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Gwalior,Post Graduate,784,354,1138
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Indore,Under Graduate,7696,4761,12457
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Indore,Post Graduate,748,460,1208
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Jabalpur,Post Graduate,633,330,963
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Jabalpur,Under Graduate,3301,2067,5368
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Rewa,Post Graduate,588,318,906
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Rewa,Under Graduate,10564,7670,18234
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Sagar,Under Graduate,3032,2026,5058
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Satna,Under Graduate,6339,4769,11108
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Satna,Post Graduate,184,170,354
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Ujjain,Under Graduate,7248,3889,11137
Madhya Pradesh,"M.P. Bhoj (Open) University, Bhopal (Id: U-0278)",Madhya Pradesh,Ujjain,Post Graduate,541,389,930
Madhya Pradesh,"National Law Institute University, Bhopal (Id: U-0285)",Madhya Pradesh,Bhopal,PG Diploma,11,3,14
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Delhi,New Delhi,Diploma,64,65,129
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Delhi,New Delhi,Certificate,520,388,908
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Delhi,New Delhi,Post Graduate,339,380,719
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Delhi,New Delhi,Under Graduate,540,215,755
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Kolhapur,Under Graduate,12,6,18
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Kolhapur,Post Graduate,39,39,78
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Kolhapur,Diploma,6,2,8
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Mumbai,Post Graduate,61,91,152
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Mumbai,Under Graduate,22,40,62
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Mumbai,Diploma,27,18,45
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Pune,Diploma,15,10,25
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Pune,Under Graduate,91,88,179
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Pune,Post Graduate,186,161,347
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Sangli,Under Graduate,5,6,11
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Sangli,Post Graduate,66,50,116
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Sangli,Diploma,7,5,12
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Satara,Under Graduate,9,10,19
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Satara,Diploma,24,7,31
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Satara,Post Graduate,39,28,67
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Solapur,Post Graduate,49,40,89
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Solapur,Under Graduate,3,6,9
Maharashtra,"Bharati Vidyapeeth, Pune (Id: U-0292)",Maharashtra,Solapur,Diploma,26,10,36
Maharashtra,"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha (Id: U-0314)",Maharashtra,Wardha,Post Graduate,1230,593,1823
Maharashtra,"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha (Id: U-0314)",Maharashtra,Wardha,PG Diploma,239,85,324
Maharashtra,"Mahatama Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha (Id: U-0314)",Maharashtra,Wardha,Under Graduate,81,32,113
Maharashtra,Mumbai University Mumbai (Id: U-0318),Maharashtra,Mumbai Suburban,Post Graduate,0,0,0
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Delhi,New Delhi,PG Diploma,63,59,122
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Delhi,New Delhi,Diploma,4,5,9
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Gujarat,Ahmadabad,PG Diploma,29,22,51
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Gujarat,Ahmadabad,Diploma,1,1,2
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Karnataka,Bangalore,PG Diploma,48,27,75
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Karnataka,Bangalore,Diploma,1,3,4
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Madhya Pradesh,Indore,Diploma,0,2,2
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Madhya Pradesh,Indore,PG Diploma,5,9,14
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Maharashtra,Mumbai,PG Diploma,315,369,684
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Maharashtra,Mumbai,Diploma,39,55,94
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Maharashtra,Pune,PG Diploma,9,7,16
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Maharashtra,Pune,Diploma,1,4,5
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Rajasthan,Jaipur,PG Diploma,5,3,8
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Rajasthan,Jaipur,Diploma,2,5,7
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Telangana,Hyderabad,Diploma,2,2,4
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Telangana,Hyderabad,PG Diploma,10,6,16
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Uttar Pradesh,Ghaziabad,Diploma,1,1,2
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Uttar Pradesh,Ghaziabad,PG Diploma,7,7,14
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Uttar Pradesh,Lucknow,PG Diploma,1,0,1
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",Uttar Pradesh,Lucknow,Diploma,1,0,1
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",West Bengal,Kolkata,Diploma,1,1,2
Maharashtra,"Narsee Monjee Institute of Management Studies, Mumbai (Id: U-0319)",West Bengal,Kolkata,PG Diploma,27,10,37
Maharashtra,"Shivaji University, Kolhapur (Id: U-0325)",Maharashtra,Kolhapur,Post Graduate,0,0,0
Maharashtra,"Shivaji University, Kolhapur (Id: U-0325)",Maharashtra,Kolhapur,Under Graduate,0,0,0
Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded (Id: U-0328)",Maharashtra,Nanded,Diploma,2,4,6
Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded (Id: U-0328)",Maharashtra,Nanded,PG Diploma,5,3,8
Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded (Id: U-0328)",Maharashtra,Nanded,Under Graduate,25,27,52
Maharashtra,"Swami Ramanand Teerth Marathwada University, Nanded (Id: U-0328)",Maharashtra,Nanded,Post Graduate,46,11,57
Maharashtra,"Tilak Maharashtra Vidyapeeth, Pune (Id: U-0333)",Maharashtra,Pune,Under Graduate,4280,2387,6667
Maharashtra,"Tilak Maharashtra Vidyapeeth, Pune (Id: U-0333)",Maharashtra,Pune,Post Graduate,1254,974,2228
Maharashtra,"Tilak Maharashtra Vidyapeeth, Pune (Id: U-0333)",Maharashtra,Pune,Certificate,114,85,199
Maharashtra,"Tilak Maharashtra Vidyapeeth, Pune (Id: U-0333)",Maharashtra,Pune,Diploma,231,160,391
Maharashtra,"Tilak Maharashtra Vidyapeeth, Pune (Id: U-0333)",Maharashtra,Pune,PG Diploma,2,1,3
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Andaman & Nicobar Islands,South Andaman,Diploma,0,0,0
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Goa,North Goa,Diploma,0,0,0
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Goa,North Goa,Post Graduate,0,0,0
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Goa,North Goa,Under Graduate,0,0,0
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Amravati,Under Graduate,5769,2004,7773
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Amravati,Post Graduate,1006,519,1525
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Amravati,PG Diploma,5,1,6
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Amravati,Diploma,2819,1079,3898
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Aurangabad,Under Graduate,3625,966,4591
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Aurangabad,PG Diploma,13,10,23
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Aurangabad,Diploma,1765,521,2286
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Aurangabad,Post Graduate,989,468,1457
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Kolhapur,Diploma,4675,2423,7098
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Kolhapur,Post Graduate,1302,839,2141
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Kolhapur,Under Graduate,5749,3526,9275
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Mumbai,PG Diploma,6,29,35
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Mumbai,Under Graduate,30375,23989,54364
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Mumbai,Post Graduate,2858,2716,5574
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Mumbai,Diploma,1856,1180,3036
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nagpur,Post Graduate,1425,794,2219
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nagpur,PG Diploma,5,9,14
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nagpur,Under Graduate,20386,10982,31368
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nagpur,Diploma,2598,1511,4109
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nanded,Diploma,4824,1702,6526
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nanded,Post Graduate,921,501,1422
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nanded,Under Graduate,47353,22136,69489
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nashik,Post Graduate,2109,933,3042
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nashik,Diploma,6302,3413,9715
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nashik,PG Diploma,9,1,10
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Nashik,Under Graduate,7750,2188,9938
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Pune,Under Graduate,6552,2464,9016
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Pune,Diploma,6005,3066,9071
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Pune,PG Diploma,5,3,8
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Pune,Post Graduate,1845,938,2783
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Solapur,Under Graduate,8519,0,8519
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Solapur,Post Graduate,53,0,53
Maharashtra,Yashwant Rao Chavan Maharashtra Open University (Id: U-0335),Maharashtra,Solapur,Diploma,1057,0,1057
Meghalaya,"North Eastern Hill University, Shillong (Id: U-0341)",Meghalaya,East Khasi Hills,Under Graduate,64,112,176
Meghalaya,"North Eastern Hill University, Shillong (Id: U-0341)",Meghalaya,East Khasi Hills,PG Diploma,11,24,35
Meghalaya,"North Eastern Hill University, Shillong (Id: U-0341)",Meghalaya,East Khasi Hills,Certificate,297,339,636
Nagaland,"The Global Open University Nagaland, Dimapur (Id: U-0348)",Nagaland,Dimapur,PG Diploma,0,0,0
Nagaland,"The Global Open University Nagaland, Dimapur (Id: U-0348)",Nagaland,Dimapur,Diploma,25,0,25
Nagaland,"The Global Open University Nagaland, Dimapur (Id: U-0348)",Nagaland,Dimapur,Post Graduate,2736,0,2736
Nagaland,"The Global Open University Nagaland, Dimapur (Id: U-0348)",Nagaland,Dimapur,Under Graduate,3063,0,3063
Odisha,"Fakir Mohan University, Balasore (Id: U-0354)",Odisha,Baleshwar,Under Graduate,780,0,780
Odisha,"Fakir Mohan University, Balasore (Id: U-0354)",Odisha,Baleshwar,PG Diploma,71,0,71
Odisha,"Fakir Mohan University, Balasore (Id: U-0354)",Odisha,Baleshwar,Post Graduate,1666,97,1763
Odisha,"Fakir Mohan University, Balasore (Id: U-0354)",Odisha,Baleshwar,Diploma,18,0,18
Odisha,"North Orissa University, Mayurbhanj (Id: U-0359)",Odisha,Mayurbhanj,Under Graduate,18,13,31
Odisha,"North Orissa University, Mayurbhanj (Id: U-0359)",Odisha,Mayurbhanj,PG Diploma,9,7,16
Odisha,"North Orissa University, Mayurbhanj (Id: U-0359)",Odisha,Mayurbhanj,Post Graduate,1207,636,1843
Puducherry,"Pondicherry Univeristy, Puducherry (Id: U-0369)",Puducherry,Puducherry,Post Graduate,2345,1138,3483
Punjab,"Guru Nanak Dev University, Amritsar (Id: U-0376)",Punjab,Amritsar,PG Diploma,11,81,92
Punjab,"Guru Nanak Dev University, Amritsar (Id: U-0376)",Punjab,Amritsar,Diploma,83,52,135
Punjab,"Guru Nanak Dev University, Amritsar (Id: U-0376)",Punjab,Amritsar,Under Graduate,8914,10,8924
Punjab,"Guru Nanak Dev University, Amritsar (Id: U-0376)",Punjab,Amritsar,Post Graduate,179,30,209
Punjab,"Lovely Professional University, Jullunder (Id: U-0379)",Punjab,Kapurthala,Post Graduate,910,1054,1964
Punjab,"Lovely Professional University, Jullunder (Id: U-0379)",Punjab,Kapurthala,Under Graduate,1995,754,2749
Punjab,"Lovely Professional University, Jullunder (Id: U-0379)",Punjab,Kapurthala,Diploma,97,79,176
Punjab,"Lovely Professional University, Jullunder (Id: U-0379)",Punjab,Kapurthala,PG Diploma,91,155,246
Punjab,"Punjabi University, Patiala (Id: U-0383)",Punjab,Patiala,Post Graduate,2116,5422,7538
Punjab,"Punjabi University, Patiala (Id: U-0383)",Punjab,Patiala,Under Graduate,5128,2136,7264
Punjab,"Punjabi University, Patiala (Id: U-0383)",Punjab,Patiala,Diploma,470,563,1033
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Bihar,Patna,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Delhi,New Delhi,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Haryana,Ambala,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Haryana,Sirsa,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Karnataka,Bangalore,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Madhya Pradesh,Bhopal,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Maharashtra,Mumbai,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Odisha,Anugul,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Punjab,Faridkot,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Punjab,Hoshiarpur,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Punjab,Jalandhar,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Punjab,Ludhiana,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Punjab,Rupnagar,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Punjab,Sahibzada Ajit Singh Nagar,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Rajasthan,Jaipur,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",Uttar Pradesh,Lucknow,Diploma,0,0,0
Punjab,"Punjab Technical University, Jalandhar (Id: U-0382)",West Bengal,Kolkata,Diploma,0,0,0
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Assam,Golaghat,Diploma,6,0,6
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Bihar,Gaya,Diploma,15,4,19
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Bihar,Khagaria,Diploma,12,1,13
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Bihar,Patna,Post Graduate,35,22,57
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Bihar,Patna,Diploma,21,7,28
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Bihar,Patna,Under Graduate,25,20,45
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Bihar,Purnia,Diploma,10,5,15
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Chandigarh,Chandigarh,Under Graduate,2,1,3
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Chandigarh,Chandigarh,Diploma,8,2,10
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Delhi,Central,Post Graduate,56,47,103
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Delhi,Central,Under Graduate,92,87,179
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Delhi,New Delhi,Post Graduate,6,4,10
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Delhi,New Delhi,Under Graduate,6,4,10
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Faridabad,Under Graduate,154,142,296
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Faridabad,Post Graduate,74,65,139
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Faridabad,Diploma,53,26,79
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Fatehabad,Under Graduate,8,6,14
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Fatehabad,Post Graduate,5,4,9
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Gurgaon,Under Graduate,113,104,217
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Gurgaon,Diploma,58,19,77
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Gurgaon,Post Graduate,64,49,113
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Hisar,Under Graduate,10,13,23
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Jind,Under Graduate,29,26,55
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Jind,Post Graduate,5,3,8
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Kurukshetra,Diploma,46,36,82
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Kurukshetra,Under Graduate,3,2,5
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Panchkula,Under Graduate,8,8,16
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Panchkula,Diploma,5,1,6
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Panchkula,Post Graduate,2,1,3
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Rewari,Post Graduate,17,14,31
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Rewari,Diploma,13,3,16
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Rewari,Under Graduate,55,51,106
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Sonipat,Under Graduate,19,20,39
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Sonipat,Diploma,4,1,5
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Haryana,Sonipat,Post Graduate,4,2,6
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Himachal Pradesh,Kangra,Under Graduate,8,8,16
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Himachal Pradesh,Solan,Post Graduate,1,2,3
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Jharkhand,Dhanbad,Diploma,24,10,34
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Jharkhand,Ranchi,Diploma,35,20,55
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Madhya Pradesh,Gwalior,Post Graduate,7,6,13
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Madhya Pradesh,Indore,Post Graduate,4,2,6
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Maharashtra,Aurangabad,Diploma,74,43,117
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Maharashtra,Aurangabad,Under Graduate,8,5,13
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Maharashtra,Aurangabad,Post Graduate,9,8,17
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Maharashtra,Mumbai,Diploma,17,10,27
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Maharashtra,Nagpur,Diploma,7,1,8
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Maharashtra,Thane,Diploma,14,5,19
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Bathinda,Diploma,12,2,14
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Bathinda,Post Graduate,11,8,19
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Bathinda,Under Graduate,82,79,161
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Firozpur,Under Graduate,26,22,48
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Gurdaspur,Under Graduate,28,24,52
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Patiala,Under Graduate,7,6,13
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Sangrur,Under Graduate,12,10,22
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Punjab,Sangrur,Post Graduate,3,1,4
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Rajasthan,Alwar,Diploma,17,4,21
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Rajasthan,Bharatpur,Diploma,15,4,19
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Rajasthan,Bikaner,Post Graduate,67,49,116
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Rajasthan,Bikaner,Under Graduate,44,43,87
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Rajasthan,Churu,Post Graduate,29,22,51
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Rajasthan,Churu,Under Graduate,19,15,34
Rajasthan,"Institute of Advanced Studies in Education, Churu (Id: U-0396)",Rajasthan,Dausa,Diploma,3,1,4
